"InstanceSizeFlexibilityGroup","ArmSkuName","Ratio"
"Foundry_Agent_P3","Sora 720p Sq 1-20s regnl","0.2"
"Foundry_Agent_P3","Spark Mem Op","1"
"Foundry_Agent_P3","Spatial Presenter","5"
"Foundry_Agent_P3","Speech-Text to Speech HD-global","30"
"Foundry_Agent_P3","Speech-Text to Speech HD-Regional","36.2"
"Foundry_Agent_P3","Speech-Text to Speech-global","15"
"Foundry_Agent_P3","Speech-Text to Speech-Regional","15"
"Foundry_Agent_P3","Speech-to-Text-Batch-Whisper-glbl","0.3"
"Foundry_Agent_P3","Speech-to-Text-Batch-Whisper-regnl","0.4"
"Foundry_Agent_P3","SQL database in Microsoft Fabric","0.2"
"Foundry_Agent_P3","SQL database in Microsoft Fabric - LR","0.2"
"Foundry_Agent_P3","SQL Storage","0.2"
"Foundry_Agent_P3","SRE","0.1"
"Foundry_Agent_P3","SSIS in Fabric","1"
"Foundry_Agent_P3","Standard","0.3"
"Foundry_Agent_P3","Standard Doc Content Extraction","5"
"Foundry_Agent_P3","Standard Pay As You Go","15"
"Foundry_Agent_P3","Standard S1 CC","0.3"
"Foundry_Agent_P3","Standard S2 CC","1.9"
"Foundry_Agent_P3","Standard S3 CC","2.9"
"Foundry_Agent_P3","Standard Streaming","0.5"
"Foundry_Agent_P3","Storage","0.2"
"Foundry_Agent_P3","Storage Optimized L1 CC","4.2"
"Foundry_Agent_P3","Storage Optimized L2 CC","8.4"
"Foundry_Agent_P3","Text to Speech - Personal Voice","600"
"Foundry_Agent_P3","TTS Custom Avatar Batch","2"
"Foundry_Agent_P3","TTS Custom Avatar Hosting","0.5"
"Foundry_Agent_P3","TTS Custom Avatar Realtime","0.5"
"Foundry_Agent_P3","TTS Custom Avatar Training","15"
"Foundry_Agent_P3","TTS HD Custom Avatar Batch","2.7"
"Foundry_Agent_P3","TTS HD Custom Avatar Realtime","0.8"
"Foundry_Agent_P3","TTS HD Standard Avatar Batch","1.3"
"Foundry_Agent_P3","TTS HD Standard Avatar Realtime","0.6"
"Foundry_Agent_P3","TTS Standard Avatar Batch","1"
"Foundry_Agent_P3","TTS Standard Avatar Realtime","0.6"
"Foundry_Agent_P3","user data functions","0.1"
"Foundry_Agent_P3","User Messages","0.2"
"Foundry_Agent_P3","Vectorize Image","0.1"
"Foundry_Agent_P3","Video Content Extraction","1"
"Foundry_Agent_P3","Video Field Extraction","9"
"Foundry_Agent_P3","Video Retrieval - Query","0.2"
"Foundry_Agent_P3","Video Retrieval - Summary","6"
"Foundry_Agent_P3","Video Retrieval and Description - Ingestion","3"
"Foundry_Agent_P3","Video Translation AddOn PersonalVoice","0.2"
"Foundry_Agent_P3","Video Translation Automated","1"
"Foundry_Agent_P3","Video Translation Cstm Audio Output","20"
"Foundry_Agent_P3","Video Translation Edit Text to Video","0.2"
"Foundry_Agent_P3","Video Translation Input","5"
"Foundry_Agent_P3","Video Translation Std Audio Output","15"
"Foundry_Agent_P3","VNet Data Gateway","1"
"Foundry_Agent_P3","Voice Conversion - Standard","0.1"
"FS Series","Standard_F16s","16"
"FS Series","Standard_F1s","1"
"FS Series","Standard_F2s","2"
"FS Series","Standard_F4s","4"
"FS Series","Standard_F8s","8"
"FSv2 Series","Standard_F16s_v2","16"
"FSv2 Series","Standard_F2s_v2","2"
"FSv2 Series","Standard_F32s_v2","32"
"FSv2 Series","Standard_F48s_v2","48"
"FSv2 Series","Standard_F4s_v2","4"
"FSv2 Series","Standard_F64s_v2","64"
"FSv2 Series","Standard_F72fs_v2","72"
"FSv2 Series","Standard_F72s_v2","72"
"FSv2 Series","Standard_F8s_v2","8"
"FSv2 Series Dedicated Host","fsv2 type3","93.6"
"FSv2 Series Dedicated Host","fsv2_type2","80"
"FSv2 Series Dedicated Host","fsv2_type4","106.4"
"FX Series Dedicated Host","fxmds type1","56"
"FX Series Linux","Standard_FX12mds","12"
"FX Series Linux","Standard_FX24mds","24"
"FX Series Linux","Standard_FX36mds","36"
"FX Series Linux","Standard_FX48mds","48"
"FX Series Linux","Standard_FX4mds","4"
"G Series","Standard_G1","1"
"G Series","Standard_G2","2"
"G Series","Standard_G3","4"
"G Series","Standard_G4","8"
"G Series","Standard_G5","14.2"
"Gen7 IaaS LI_internal series Linux","Internal_Gen7_IaaS_LI","1"
"GS Series","Standard_GS1","1"
"GS Series","Standard_GS2","2"
"GS Series","Standard_GS3","4"
"GS Series","Standard_GS4","8"
"GS Series","Standard_GS4-4","8"
"GS Series","Standard_GS4-8","8"
"GS Series","Standard_GS5","14.2"
"GS Series","Standard_GS5-16","14.2"
"GS Series","Standard_GS5-8","14.2"
"H Series","Standard_H16","2"
"H Series","Standard_H8","1"
"H Series High Memory","Standard_H16m","2"
"H Series High Memory","Standard_H8m","1"
"H Series High Memory Low Latency","Standard_H16mr","1"
"H Series Low Latency","Standard_H16r","1"
"HBrsv3 Series Low Latency","Standard_HB120-16rs_v3","120"
"HBrsv3 Series Low Latency","Standard_HB120-32rs_v3","120"
"HBrsv3 Series Low Latency","Standard_HB120-64rs_v3","120"
"HBrsv3 Series Low Latency","Standard_HB120-96rs_v3","120"
"HBrsv3 Series Low Latency","Standard_HB120rs_v3","120"
"HBS Series","Standard_HB60-15rs","1"
"HBS Series","Standard_HB60-30rs","1"
"HBS Series","Standard_HB60-45rs","1"
"HBS Series","Standard_HB60rs","1"
"HBSv2 Series Low Latency","Standard_HB120-16rs_v2","120"
"HBSv2 Series Low Latency","Standard_HB120-32rs_v2","120"
"HBSv2 Series Low Latency","Standard_HB120-64rs_v2","120"
"HBSv2 Series Low Latency","Standard_HB120-96rs_v2","120"
"HBSv2 Series Low Latency","Standard_HB120rs_v2","120"
"HCS Series","Standard_HC44-16rs","44"
"HCS Series","Standard_HC44-32rs","44"
"HCS Series","Standard_HC44rs","44"
"Internal series Linux","Internal_NPHH_128ids","1"
"Internal series Linux","Internal_NPMM_128ids","1"
"Internal_Gen8_MM_LI Linux","Internal_Gen8_LMMM_128ids_LI","4"
"Internal_Gen8_MM_LI Linux","Internal_Gen8_LMMM_32ds_LI","1"
"Internal_Gen8_MM_LI Linux","Internal_Gen8_LMMM_64ds_LI","2"
"Lasv3 Series DedicatedHost","lasv3_type1","80"
"Lasv3 Series Linux","Standard_L112ias_v3","123.2"
"Lasv3 Series Linux","Standard_L16as_v3","16"
"Lasv3 Series Linux","Standard_L32as_v3","32"
"Lasv3 Series Linux","Standard_L48as_v3","48"
"Lasv3 Series Linux","Standard_L64as_v3","64"
"Lasv3 Series Linux","Standard_L80as_v3","80"
"Lasv3 Series Linux","Standard_L8as_v3","8"
"Lasv3 Series Linux","Standard_L96ias_v3","104.8"
"LS Series","Standard_L16s","4"
"LS Series","Standard_L32s","8"
"LS Series","Standard_L4s","1"
"LS Series","Standard_L8s","2"
"LSv2 Series","Standard_L16s_v2","2"
"LSv2 Series","Standard_L32s_v2","4"
"LSv2 Series","Standard_L48s_v2","6"
"LSv2 Series","Standard_L64s_v2","8"
"LSv2 Series","Standard_L80s_v2","10"
"LSv2 Series","Standard_L8s_v2","1"
"LSv2 Series","Standard_L96s_v2","12"
"LSv2 Series Dedicated Host","lsv2_type1","80"
"LSv2 Series Isolated","Standard_L88is_v2","1"
"Lsv2_Internal-Series Linux","Internal_L128is_v2","1"
"Lsv3 Series DedicatedHost","lsv3_type1","80"
"Lsv3 Series Linux","Standard_L104is_v3","104"
"Lsv3 Series Linux","Standard_L112is_v3","112"
"Lsv3 Series Linux","Standard_L16s_v3","16"
"Lsv3 Series Linux","Standard_L32s_v3","32"
"Lsv3 Series Linux","Standard_L48s_v3","48"
"Lsv3 Series Linux","Standard_L64s_v3","64"
"Lsv3 Series Linux","Standard_L80s_v3","80"
"Lsv3 Series Linux","Standard_L8s_v3","8"
"Lsv3 Series Linux","Standard_L96is_v3","96"
"MdSv2 Series 32 Disk","Standard_M32dms_v2","1"
"MdSv2 Series 64 Disk","Standard_M64ds_v2","1"
"Mdsv2 Series Dedicated Host","mdsv2medmem_type1","1"
"MdSv2 Series Disk","Standard_M192idms_v2","1"
"MdSv2 Series Disk 192s","Standard_M192ids_v2","1"
"MdSv2 Series Fractional High Memory Disk","Standard_M128ds_v2","1"
"MdSv2 Series High Memory Disk","Standard_M128dms_v2","1"
"Mdsv2 Series HM Dedicated Host","mdmsv2medmem _type1","1"
"MdSv2 Series Memory Disk","Standard_M64dms_v2","1"
"MS Series","Standard_M128","2"
"MS Series","Standard_M128s","2"
"MS Series","Standard_M64","1"
"MS Series","Standard_M64s","1"
"MS Series Dedicated Host","ms_type1","1"
"MS Series Fractional","Standard_M16s","1"
"MS Series Fractional","Standard_M32s","1.3"
"MS Series Fractional High Memory","Standard_M16-4ms","2"
"MS Series Fractional High Memory","Standard_M16-8ms","2"
"MS Series Fractional High Memory","Standard_M16ms","2"
"MS Series Fractional High Memory","Standard_M32-16ms","4"
"MS Series Fractional High Memory","Standard_M32-8ms","4"
"MS Series Fractional High Memory","Standard_M32ms","4"
"MS Series Fractional High Memory","Standard_M8-2ms","1"
"MS Series Fractional High Memory","Standard_M8-4ms","1"
"MS Series Fractional High Memory","Standard_M8ms","1"
"MS Series Fractional Large","Standard_M32ls","1"
"MS Series Fractional Large","Standard_M64ls","1.9"
"MS Series Fractional Tiny","Standard_M32ts","1"
"MS Series High Memory","Standard_M128-32ms","2.6"
"MS Series High Memory","Standard_M128-64ms","2.6"
"MS Series High Memory","Standard_M128m","2.6"
"MS Series High Memory","Standard_M128ms","2.6"
"MS Series High Memory","Standard_M64-16ms","1"
"MS Series High Memory","Standard_M64-32ms","1"
"MS Series High Memory","Standard_M64m","1"
"MS Series High Memory","Standard_M64ms","1"
"MS Series HM Dedicated Host","msm_type1","1"
"MSv2 Series","Standard_M208-104s_v2","1"
"MSv2 Series","Standard_M208-52s_v2","1"
"MSv2 Series","Standard_M208s_v2","1"
"MSv2 Series","Standard_M416-104s_v2","2.2"
"MSv2 Series","Standard_M416-208s_v2","2.2"
"MSv2 Series","Standard_M416is_v2","2.2"
"MSv2 Series","Standard_M416s_v2","2.2"
"MSv2 Series 192ms","Standard_M192ims_v2","1"
"MSv2 Series 32","Standard_M32ms_v2","1"
"MSv2 Series 64","Standard_M64s_v2","1"
"MSv2 Series Dedicated Host","msv2_type1","1"
"MSv2 Series Disk 192s","Standard_M192is_v2","1"
"MSv2 Series Fractional","Standard_M192s_v2","8"
"MSv2 Series Fractional","Standard_M24s_v2","1"
"MSv2 Series Fractional","Standard_M48s_v2","2"
"MSv2 Series Fractional","Standard_M96s_v2","4"
"MSv2 Series Fractional High Memory","Standard_M192ms_v2","8"
"MSv2 Series Fractional High Memory","Standard_M24ms_v2","1"
"MSv2 Series Fractional High Memory","Standard_M48ms_v2","2"
"MSv2 Series Fractional High Memory","Standard_M96ms_v2","4"
"MSv2 Series Fractional High Memory 128s","Standard_M128s_v2","1"
"MSv2 Series High Memory","Standard_M208-104ms_v2","4.4"
"MSv2 Series High Memory","Standard_M208-52ms_v2","4.4"
"MSv2 Series High Memory","Standard_M208ms_v2","4.4"
"MSv2 Series High Memory","Standard_M416-104ms_v2","9.8"
"MSv2 Series High Memory","Standard_M416-208ms_v2","9.8"
"MSv2 Series High Memory","Standard_M416ms_v2","9.8"
"MSv2 Series High Memory","Standard_M416s_10_v2","8.16"
"MSv2 Series High Memory","Standard_M416s_8_v2","6.5"
"MSv2 Series High Memory","Standard_M416s_9_v2","7.36"
"MSv2 Series High Memory","Standard_M64-32ms_v2","1"
"MSv2 Series High Memory 128ms","Standard_M128ms_v2","1"
"MSv2 Series HM Dedicated Host","msmv2_type1","1"
"MSv2 Series MedMem Dedicated Host","msv2medmem type1","1"
"MSv2 Series MedMem HM Dedicated Host","mmsv2medmem-type1","1"
"MSv2 Series MedMem HM Dedicated Host","Msmv2MedMem Type1","1"
"MSv2 Series Memory","Standard_M64ms_v2","1"
"Msv2 XS Large Series","Standard_M832ixs","1"
"Msv2 XS Large Series","Standard_M832ixs_v2","1.8"
"MSv2 XS Series","Standard_M420ixs_v2","1"
"MSv2 XS Series","Standard_M420xs_v2","1"
"NC Series","Standard_NC12","2"
"NC Series","Standard_NC24","4"
"NC Series","Standard_NC6","1"
"NC Series Low Latency","Standard_NC24r","1"
"NCads A100 v4 Series Linux","Standard_NC24ads_A100_v4","24"
"NCads A100 v4 Series Linux","Standard_NC48ads_A100_v4","48"
"NCads A100 v4 Series Linux","Standard_NC96ads_A100_v4","96"
"NCas T4 v3 Series","Standard_NC16as_T4_v3","9.16"
"NCas T4 v3 Series","Standard_NC4as_T4_v3","4"
"NCas T4 v3 Series","Standard_NC64as_T4_v3","33.08"
"NCas T4 v3 Series","Standard_NC8as_T4_v3","5.72"
"NCasA10_v4 Linux","Standard_NC16ads_A10_v4","16"
"NCasA10_v4 Linux","Standard_NC32ads_A10_v4","32"
"NCasA10_v4 Linux","Standard_NC8ads_A10_v4","8"
"NCSv2 Series","Standard_NC12s_v2","2"
"NCSv2 Series","Standard_NC24s_v2","4"
"NCSv2 Series","Standard_NC6s_v2","1"
"NCSv2 Series Low Latency","Standard_NC24rs_v2","1"
"NCSv3 Series","Standard_NC12s_v3","2"
"NCSv3 Series","Standard_NC24s_v3","4"
"NCSv3 Series","Standard_NC6s_v3","1"
"NCSv3 Series Low Latency","Standard_NC24rs_v3","1"
"NDamsr A100 v4 Series","ndamsra100v4_type1","96"
"NDamsr A100 v4 Series Linux","Standard_ND112amsr_A100_v4","106.56"
"NDamsr A100 v4 Series Linux","Standard_ND112asr_A100_v4","106.56"
"NDamsr A100 v4 Series Linux","Standard_ND96ams_A100_v4","106.56"
"NDamsr A100 v4 Series Linux","Standard_ND96amsr_A100_v4","106.56"
"NDasr A100 v4 Series","ndasra100v4_type1","105.6"
"NDasr A100 v4 Series","Standard_ND96asr_A100_v4","96"
"NDasr A100 v4 Series","Standard_ND96asr_v4","96"
"NDrSv2 Series Low Latency","Standard_ND40rs_v2","40"
"NDS Series","Standard_ND12s","2"
"NDS Series","Standard_ND24s","4"
"NDS Series","Standard_ND6s","1"
"NDS Series Low Latency","Standard_ND24rs","1"
"NP Series","Standard_NP10s","10"
"NP Series","Standard_NP20s","20"
"NP Series","Standard_NP40s","40"
"NV Series","Standard_NV12","2"
"NV Series","Standard_NV24","4"
"NV Series","Standard_NV6","1"
"NVadsA10_v5 DedicatedHost","nvadsa10v5_type1","72"
"NVadsA10_v5 Linux","Standard_NV12ads_A10_v5","12"
"NVadsA10_v5 Linux","Standard_NV18ads_A10_v5","21.12"
"NVadsA10_v5 Linux","Standard_NV36adms_A10_v5","59.76"
"NVadsA10_v5 Linux","Standard_NV36ads_A10_v5","42.3"
"NVadsA10_v5 Linux","Standard_NV6ads_A10_v5","6"
"NVadsA10_v5 Linux","Standard_NV72ads_A10_v5","86.16"
"NVasv4 Series","Standard_NV16as_v4","4"
"NVasv4 Series","Standard_NV32as_v4","8"
"NVasv4 Series","Standard_NV4as_v4","1"
"NVasv4 Series","Standard_NV8as_v4","2"
"NVasv4 Series Dedicated Host","NVasv4_Type1","1"
"NVSv3 Series","Standard_NV12s_v3","1"
"NVSv3 Series","Standard_NV24s_v3","2"
"NVSv3 Series","Standard_NV48s_v3","4"
"NVSv3 Series Dedicated Host","NVsv3_Type1","1"
"NVSv3 Series High Memory","Standard_NV24ms_v3","1"
"NVSv3 Series High Memory","Standard_NV32ms_v3","1.2"
"Red Hat Enterprise Linux","Red Hat Enterprise Linux ARM64 1-4 vCPU","1"
"Red Hat Enterprise Linux","Red Hat Enterprise Linux ARM64 5plus vCPU","2.1"
"Red Hat Enterprise Linux","Red Hat Enterprise Linux for ARM64 1-4 vCPU","1"
"Red Hat Enterprise Linux","Red Hat Enterprise Linux for ARM64 5plus vCPU","1"
"Red Hat Enterprise Linux","Red Hat Enterprise Linux for ARM64 BYOS","1"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_1_4_vCPU_VM","1"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_1_vCPU_VM","1"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_12_vCPU_VM","9"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_120_vCPU_VM","80"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_128_vCPU_VM","85.3"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_144_vCPU_VM","96"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_16_vCPU_VM","12"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_192_vCPU_VM","128"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_2_vCPU_VM","2"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_20_vCPU_VM","15"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_208_vCPU_VM","138.6"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_24_vCPU_VM","18"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_32_vCPU_VM","24"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_4_vCPU_VM","4"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_40_vCPU_VM","30"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_416_vCPU_VM","277.3"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_420_vCPU_VM","280"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_44_vCPU_VM","33"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_48_vCPU_VM","36"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_5_vCPU_VM","2.1"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_52_vCPU_VM","39"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_6_vCPU_VM","6"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_60_vCPU_VM","45"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_64_vCPU_VM","48"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_72_vCPU_VM","54"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_8_vCPU_VM","8"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_80_vCPU_VM","60"
"Red Hat Enterprise Linux","Red_Hat_Enterprise_Linux_96_vCPU_VM","72"
"Red Hat Enterprise Linux for SAP with HA","RHEL_SAP_HA_1-4_vCPU","1"
"Red Hat Enterprise Linux for SAP with HA","RHEL_SAP_HA_5plus_vCPU","2.3"
"Red Hat Enterprise Linux with HA","RHEL_HA_1-4_vCPU","1"
"Red Hat Enterprise Linux with HA","RHEL_HA_5plus_vCPU","2"
"RHEL for SAP Business Applications","52 vCPU VM","1"
"SQL on IaaS","Standard_SQLG7_AMD_IaaS","1"
"SQLG7","SQLG7 IaaS","1"
"SQLG7","SQLG7 NP104s","1"
"SQLG7","Standard_SQLG7_AMD_NVME","2"
"SQLG7","Standard_SQLG7_NVME","1.6"
"SUSE Enterprise Linux Server for SQL with HA","SUSE_Enterprise_Linux_Server_for_SQL_with_HA_1-2_vCPU","1"
"SUSE Enterprise Linux Server for SQL with HA","SUSE_Enterprise_Linux_Server_for_SQL_with_HA_3-4_vCPU","1.9"
"SUSE Enterprise Linux Server for SQL with HA","SUSE_Enterprise_Linux_Server_for_SQL_with_HA_5_vCPU","2.1"
"SUSE Linux Enterprise Server for HPC Priority","SLES_HPC_Priority_1-2_vCPU_VM","1"
"SUSE Linux Enterprise Server for HPC Priority","SLES_HPC_Priority_3-4_vCPU_VM","2"
"SUSE Linux Enterprise Server for HPC Priority","SLES_HPC_Priority_5plus_vCPU_VM","2.6"
"SUSE Linux Enterprise Server for HPC Standard","SLES_HPC_Standard_1-2_vCPU_VM","1"
"SUSE Linux Enterprise Server for HPC Standard","SLES_HPC_Standard_3-4_vCPU_VM","1.9"
"SUSE Linux Enterprise Server for HPC Standard","SLES_HPC_Standard_5plus_vCPU_VM","2.9"
"SUSE Linux Enterprise Server for SAP Standard","SLES_SAP_Priority_1-2_vCPU_VM","1"
"SUSE Linux Enterprise Server for SAP Standard","SLES_SAP_Priority_3-4_vCPU_VM","2"
"SUSE Linux Enterprise Server for SAP Standard","SLES_SAP_Priority_5plus_vCPU_VM","2.4"
"SUSE Linux Enterprise Server for SAP Standard","SUSE_for_SAP_Linux_Enterprise_Server_1_2_vCPU_VM","1"
"SUSE Linux Enterprise Server for SAP Standard","SUSE_for_SAP_Linux_Enterprise_Server_3_4_vCPU_VM","2"
"SUSE Linux Enterprise Server for SAP Standard","SUSE_for_SAP_Linux_Enterprise_Server_5_vCPU_VM","2.4"
"SUSE Linux Enterprise Server Priority","SLES_Priority_1_vCPU_VM","1"
"SUSE Linux Enterprise Server Priority","SLES_Priority_2-4_vCPU_VM","2"
"SUSE Linux Enterprise Server Priority","SLES_Priority_6_vCPU_VM","3"
"SUSE Linux Enterprise Server Priority","SLES_Priority_8plus_vCPU_VM","3.2"
"SUSE Linux Enterprise Server Standard","SLES_Standard_1-2_vCPU_VM","1"
"SUSE Linux Enterprise Server Standard","SLES_Standard_3-4_vCPU_VM","1.9"
"SUSE Linux Enterprise Server Standard","SLES_Standard_5plus_vCPU_VM","2.3"
"Virtual Machines Dadsv6-series Linux","Standard_D16ads_v6","16"
"Virtual Machines Dadsv6-series Linux","Standard_D2ads_v6","2"
"Virtual Machines Dadsv6-series Linux","Standard_D32ads_v6","32"
"Virtual Machines Dadsv6-series Linux","Standard_D48ads_v6","48"
"Virtual Machines Dadsv6-series Linux","Standard_D4ads_v6","4"
"Virtual Machines Dadsv6-series Linux","Standard_D64ads_v6","64"
"Virtual Machines Dadsv6-series Linux","Standard_D8ads_v6","8"
"Virtual Machines Dadsv6-series Linux","Standard_D96ads_v6","96"
"Virtual Machines Dadsv7-series Linux","Standard_D128ads_v7","128"
"Virtual Machines Dadsv7-series Linux","Standard_D160ads_v7","160"
"Virtual Machines Dadsv7-series Linux","Standard_D16ads_v7","16"
"Virtual Machines Dadsv7-series Linux","Standard_D2ads_v7","2"
"Virtual Machines Dadsv7-series Linux","Standard_D32ads_v7","32"
"Virtual Machines Dadsv7-series Linux","Standard_D48ads_v7","48"
"Virtual Machines Dadsv7-series Linux","Standard_D4ads_v7","4"
"Virtual Machines Dadsv7-series Linux","Standard_D64ads_v7","64"
"Virtual Machines Dadsv7-series Linux","Standard_D8ads_v7","8"
"Virtual Machines Dadsv7-series Linux","Standard_D96ads_v7","96"
"Virtual Machines Daldsv6-series Linux","Standard_D16alds_v6","16"
"Virtual Machines Daldsv6-series Linux","Standard_D2alds_v6","2"
"Virtual Machines Daldsv6-series Linux","Standard_D32alds_v6","32"
"Virtual Machines Daldsv6-series Linux","Standard_D48alds_v6","48"
"Virtual Machines Daldsv6-series Linux","Standard_D4alds_v6","4"
"Virtual Machines Daldsv6-series Linux","Standard_D64alds_v6","64"
"Virtual Machines Daldsv6-series Linux","Standard_D8alds_v6","8"
"Virtual Machines Daldsv6-series Linux","Standard_D96alds_v6","96"
"Virtual Machines Daldsv7-series Linux","Standard_D128alds_v7","128"
"Virtual Machines Daldsv7-series Linux","Standard_D160alds_v7","160"
"Virtual Machines Daldsv7-series Linux","Standard_D16alds_v7","16"
"Virtual Machines Daldsv7-series Linux","Standard_D2alds_v7","2"
"Virtual Machines Daldsv7-series Linux","Standard_D32alds_v7","32"
"Virtual Machines Daldsv7-series Linux","Standard_D48alds_v7","48"
"Virtual Machines Daldsv7-series Linux","Standard_D4alds_v7","4"
"Virtual Machines Daldsv7-series Linux","Standard_D64alds_v7","64"
"Virtual Machines Daldsv7-series Linux","Standard_D8alds_v7","8"
"Virtual Machines Daldsv7-series Linux","Standard_D96alds_v7","96"
"Virtual Machines Dalsv6-series Linux","Standard_D16als_v6","16"
"Virtual Machines Dalsv6-series Linux","Standard_D2als_v6","2"
"Virtual Machines Dalsv6-series Linux","Standard_D32als_v6","32"
"Virtual Machines Dalsv6-series Linux","Standard_D48als_v6","48"
"Virtual Machines Dalsv6-series Linux","Standard_D4als_v6","4"
"Virtual Machines Dalsv6-series Linux","Standard_D64als_v6","64"
"Virtual Machines Dalsv6-series Linux","Standard_D8als_v6","8"
"Virtual Machines Dalsv6-series Linux","Standard_D96als_v6","96"
"Virtual Machines Dalsv7-series Linux","Standard_D128als_v7","128"
"Virtual Machines Dalsv7-series Linux","Standard_D160als_v7","160"
"Virtual Machines Dalsv7-series Linux","Standard_D16als_v7","16"
"Virtual Machines Dalsv7-series Linux","Standard_D2als_v7","2"
"Virtual Machines Dalsv7-series Linux","Standard_D32als_v7","32"
"Virtual Machines Dalsv7-series Linux","Standard_D48als_v7","48"
"Virtual Machines Dalsv7-series Linux","Standard_D4als_v7","4"
"Virtual Machines Dalsv7-series Linux","Standard_D64als_v7","64"
"Virtual Machines Dalsv7-series Linux","Standard_D8als_v7","8"
"Virtual Machines Dalsv7-series Linux","Standard_D96als_v7","96"
"Virtual Machines Dasv6-series DedicatedHost","dasv6_type1","144"
"Virtual Machines Dasv6-series Linux","Standard_D16as_v6","16"
"Virtual Machines Dasv6-series Linux","Standard_D2as_v6","2"
"Virtual Machines Dasv6-series Linux","Standard_D32as_v6","32"
"Virtual Machines Dasv6-series Linux","Standard_D48as_v6","48"
"Virtual Machines Dasv6-series Linux","Standard_D4as_v6","4"
"Virtual Machines Dasv6-series Linux","Standard_D64as_v6","64"
"Virtual Machines Dasv6-series Linux","Standard_D8as_v6","8"
"Virtual Machines Dasv6-series Linux","Standard_D96as_v6","96"
"Virtual Machines Dasv7-series Linux","Standard_D128as_v7","128"
"Virtual Machines Dasv7-series Linux","Standard_D160as_v7","160"
"Virtual Machines Dasv7-series Linux","Standard_D16as_v7","16"
"Virtual Machines Dasv7-series Linux","Standard_D2as_v7","2"
"Virtual Machines Dasv7-series Linux","Standard_D32as_v7","32"
"Virtual Machines Dasv7-series Linux","Standard_D48as_v7","48"
"Virtual Machines Dasv7-series Linux","Standard_D4as_v7","4"
"Virtual Machines Dasv7-series Linux","Standard_D64as_v7","64"
"Virtual Machines Dasv7-series Linux","Standard_D8as_v7","8"
"Virtual Machines Dasv7-series Linux","Standard_D96as_v7","96"
"Virtual Machines DCadsv6-series Linux","Standard_DC16ads_v6","16"
"Virtual Machines DCadsv6-series Linux","Standard_DC2ads_v6","2"
"Virtual Machines DCadsv6-series Linux","Standard_DC32ads_v6","32"
"Virtual Machines DCadsv6-series Linux","Standard_DC48ads_v6","48"
"Virtual Machines DCadsv6-series Linux","Standard_DC4ads_v6","4"
"Virtual Machines DCadsv6-series Linux","Standard_DC64ads_v6","64"
"Virtual Machines DCadsv6-series Linux","Standard_DC8ads_v6","8"
"Virtual Machines DCadsv6-series Linux","Standard_DC96ads_v6","96"
"Virtual Machines DCasv6-series Linux","Standard_DC16as_v6","16"
"Virtual Machines DCasv6-series Linux","Standard_DC2as_v6","2"
"Virtual Machines DCasv6-series Linux","Standard_DC32as_v6","32"
"Virtual Machines DCasv6-series Linux","Standard_DC48as_v6","48"
"Virtual Machines DCasv6-series Linux","Standard_DC4as_v6","4"
"Virtual Machines DCasv6-series Linux","Standard_DC64as_v6","64"
"Virtual Machines DCasv6-series Linux","Standard_DC8as_v6","8"
"Virtual Machines DCasv6-series Linux","Standard_DC96as_v6","96"
"Virtual Machines DCedsv6-series Linux","Standard_DC128eds_v6","128"
"Virtual Machines DCedsv6-series Linux","Standard_DC16eds_v6","16"
"Virtual Machines DCedsv6-series Linux","Standard_DC2eds_v6","2"
"Virtual Machines DCedsv6-series Linux","Standard_DC32eds_v6","32"
"Virtual Machines DCedsv6-series Linux","Standard_DC48eds_v6","48"
"Virtual Machines DCedsv6-series Linux","Standard_DC4eds_v6","4"
